ID	coculture_1_0d	coculture_2_0d	coculture_3_0d	coculture_1_9d	coculture_2_9d	coculture_3_9d	coculture_1_70d	coculture_2_70d	coculture_3_70d	coculture_1_450d	coculture_2_450d	coculture_3_450d	coculture_1_720d	coculture_2_720d	coculture_3_720d
Acidithiobacillus	0	0	0	0.085778	0	0.5153	0	0.094049	0.068479	0.926555	0.090708	1.004037	0	0.014374	0
Actimicrobium	0	0	0	0	0.024666	0	0.123575	0.887173	0.870592	0.38568	0.469192	0	1.57313	3.71879	8.631
Aequorivita	0	0	0	0.03593	0	0	0.285166	0.157749	0.401684	0	0	0.228325	0	0	0
Aestuariivita	29.244546	112.33779	181.36957	515.305	1121.2644	1469.6228	2681.7302	682.4776	1649.8341	630.8389	604.3865	95.25737	2.707588	0.290054	1.60855
Alcanivorax	0	0.019742	0.05155	0	0.005803	0	0.576923	0	0.237866	0.03993	0.105385	0.113648	0	0	0.011275
Algoriphagus	1652.5221	480.56843	909.5357	2196.4239	2128.7506	1124.8409	966.1325	1711.192	1766.7375	438.42237	535.85562	896.0427	63.128858	77.58231	58.313157
Aliiroseovarius	0	0	0	0	0	0	0	0	0	1.50254	0.223726	0	0	0.3837	0.139366
Alkalicaulis	0	0	0	0	0	0	0	0	0	11.09384	2.878889	4.5858	0.656048	0.581288	2.235767
Allomuricauda	84.149713	11.09189	16.086985	46.085305	14.603102	7.633375	1.841133	3.903644	2.084243	11.924443	3.401638	1.941809	38.743493	16.086233	68.936049
Alteromonas/Salinimonasgroup	0	0	0	0	0	0	0	0	0	0.242889	0.110215	0	0.158818	0.111918	0.088224
Aminobacter	0	0	0	0	0	0	0.093047	0.676598	1.65368	0	0.287536	0.784005	0.634521	3.05859	6.27812
Anianabacter	0	0	0	0	0	0	0	0	0	0.392995	0.272698	1.59753	1.27865	5.56802	8.09705
Aquamicrobium	0	0	0	0	0	0	0	0.361448	0.800978	0	0.685671	0	0.787718	2.5927	5.9852
Aquibium	0.046626	0	0	0	0.037243	0	0	0	0	39.069009	0.071772	0.124112	192.037838	10.232301	0.451918
Aquicoccus	0	0	0	0	0	0	0.04118	0	0	1.95115	0.721636	22.166	0.60694	1.2201	1.50692
Archangiaceae	0	0	0	0	0	0	0.346636	1.3581	2.10982	0	0	0	0.517146	0.186134	0
Arenimonas	0	0.02598	0	0.019551	0	0	0.759187	0.171592	0.187326	0.105309	0.165586	0	0	0	0
Balneola	0	0	0	0	0	0	0.107692	0	0	0.165125	0.127703	9.68622	0	0.123257	0.208869
Boseongicola	0	0	0	0	0	0	0	0	0.430397	15.9542	35.6009	10.0121	1.71438	0.101193	0.772932
Bremerella	0	0	0	0	0.083927	0	0.328382	0.332703	0.257485	189.02579	202.17375	102.4719	143.4402	244.15411	288.61552
Caballeronia	0	0	0	0	0	0	0	0	0	0.482998	0.373958	0	0.03704	0.020027	0
Carboxylicivirga	0.025443	0	0	0.012985	0.010151	0	0.525508	0.114197	0.622393	0	0	0.16527	0	0	0
Caulobacter	0	0	0	0	0	0	0	0	0	3.88286	1.09242	2.2454	0.156627	0.193389	0.790089
Celeribacter	0	0	0	0	0	0	0	0	0	0.513732	0.052398	0	0	0.153572	0.02882
Cesiribacter	0.052368	0	0	0.05346	0	0	0.70563	0.058763	0.427058	0	0	0.204105	0	0	0
Chelativorans	0	0	0	0	0	0	0	0	0	6.71681	0	0	13.5666	0.213304	0
Cyclobacterium	0	0	0	0	0	0	0.055968	0	0.088762	0.94405	0.178307	34.53275	0.017353	0.201528	0.359771
Desulfocurvus	0.08893	0.01516	0.04344	0.341722	0.271989	0.125337	0.040272	0	0	2.46151	0.320956	1.73483	0.692207	0.535238	2.68708
Devosia	0	0	0	0	0	0	0	0	0	0.744635	0.534465	0	0.20972	0.076407	0.044488
Dinoroseobacter	50.03202	51.46112	111.47914	514.3137	309.1438	311.0663	316.8674	74.99483	84.06064	3.774329	8.041446	1.629542	0	0.669975	0.728486
Dokdonia	0	0	0	0	0	0	0.083888	0	0	0.388827	0.130307	9.81535	0	0.064677	0.108758
Donghicola	0	0	0	0	0	0	0	0	0	5.98999	0	0	0.186371	0.582773	0.212665
Echinicola	0	0	0	0	0	0	0.335882	0	0.51878	0	0	0.2747	0	0	0
Eilatimonas	0	0	0	0	0	0	0	0	0	5.99388	1.06132	2.37617	0.469931	0.245463	1.27019
Emticicia	0	0	0	0	0	0	0	0	0	0.227336	0.059439	11.6135	0	0.183556	0.14417
Erythrobacter/Porphyrobactergroup	0.043922	0	0.026471	0.07599	0.064523	0.124332	10.871701	14.045711	24.186014	5.137013	9.636545	17.081293	9.849391	3.617758	2.302503
Euryhalocaulis	0	0	0.027015	0	0	0.015361	0.444656	0.061684	0.313849	0	0.019873	0.071418	0	0	0
Flagellatimonas	0	0	0.183346	0	0	0.039769	4.567449	0.140858	1.782489	0.4703	0.969205	0.816333	0	0.056309	0.058095
Flagellimonas	354.567723	50.542517	72.43254	232.383578	58.20323	38.897687	6.349368	13.267248	5.292309	46.500202	9.569852	8.887647	151.042711	65.087949	236.31322
Flavobacterium	0	0	0.028164	0.63782	0.268599	0.166592	0	0	0	0.719225	0.419181	2.18118	0.663571	0.486312	2.79554
Fluviibacterium	0	0	0	0	0	0	0	0	0	1.73059	0.1263	0.454427	0.209349	0.167114	0.108494
Fontisubflavum	4.720703	4.274052	7.03984	21.56982	35.94046	43.803027	85.66757	83.5	74.395	38.4578	44.8165	8.77746	52.345417	31.4433	26.366284
Fulvivirga	0	0	0	0	0	0	0.092532	0	0	0.329138	0.074164	8.6714	0	0.035024	0.066332
Glycocaulis	0	0.115772	0.045738	0.968906	0.405205	0.317852	2.153024	0	9.196058	432.73321	1218.36975	292.90173	38.922915	26.866363	34.308275
Gymnodinialimonas	0	0	0	0	0	0	0	0	0	0	0	0	0.770042	0.068638	0
Haliea	0.136624	0	0	0	0.008277	0	0	0	0	7.563156	1.190908	0	4.494238	4.405497	4.66407
Halomonas	0	0	0	0	0.140547	0	0.038224	0	0	712.6891	32.387293	111.1349	600.9842	117.57349	197.43289
Henriciella	0.266159	0.024507	0	0	0.008721	0	12.72833	29.751212	9.783249	56.303916	33.567535	13.62605	16.553333	12.359054	7.721349
Hirschia	0	0	0	0	0	0	0	0	0	5.09197	0.941623	2.08998	0.320554	0.329507	1.13874
Hoeflea	0	0	0	0	0	0	0	0	0	28.89981	0.126585	6.24267	7.87692	0.768176	2.82241
Hydrocarboniphaga	0	0.018696	0.010626	0	0	0	1.134396	0.122652	0.216241	0	0.078715	0.213079	0	0	0.030589
Hydrogenophaga	0	0	0	0	0	0	0	0	0	2.29844	0.745006	22.9126	0.59429	1.12519	1.15212
Hyphobacterium	0.191806	0.134223	0.531294	1.078951	0.179838	0.027692	0	0	0	18.185239	1.232819	2.33123	2.058179	1.315095	10.645206
Hyphomonas	0.080596	0.006763	0.013951	0.010251	0.002028	0.011162	0	0	0	37.3914	1.139978	8.880744	5.347417	1.653099	5.252099
Ilumatobacter	0	0	0	0	0	0	0.061837	0.076992	0	0.612747	0.247801	0.824843	0.24175	0.152142	0.851197
Indioceanicola	0	0	0	0	0	0	0	0	0	1.47587	0	0	12.4568	0.376689	0
Kineobactrum	0	0	0	0	0	0	0	0	0	0	0	0	0.165724	0.107145	0.199756
Labrenzia	0.060299	0	0.011715	0	0	0	0	0	0	5.133126	3.596623	4.752002	0.047224	0.262863	0.02371
Lacticaseibacillus	0.412373	0	0	0.219577	0	0.253297	0	0.468007	0	0.956606	0.147419	0.271631	0	0	0
Lactococcus	0.536359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larkinella	0	0	0	0	0	0	0.02539	0	0	0.27057	0.061252	9.35633	0.00885	0.057555	0.18556
Lewinella	0.057643	0	0.01121	0.325743	0.474139	0.032717	0.052518	0	0	1.69049	0.498611	2.47571	0.62968	0.720977	3.23648
Limnobacter	0.811249	0.435082	0.540407	0	0.081839	0.891528	0	0	0	0.749036	0.172277	2.626061	0.186757	1.336108	1.477766
Litoreibacter	13.88439	23.08922	27.31481	142.1201	83.0031	79.9864	70.8003	17.26396	24.87092	1.513572	4.602928	1.904597	0	0.616523	0.056353
Longimicrobium	0	0	0.030517	0.107162	0	0	0	0	0	0.363179	0.037653	0.067926	0.150261	0.072249	0.61316
Lysobacter	0	0	0.025073	0	0	0	0.889801	0.096008	0.489387	0	0.185171	0.05559	0	0	0
Maribacter	28.0987	3.13526	4.89172	12.51877	3.90519	2.17716	0.205534	0.40708	0.332687	1.700001	0.841513	0.119272	3.90532	2.36861	1.281573
Maricaulis	0	0	0	0	0	0	0	0	0	10.70628	2.532202	5.22325	0.771254	0.668128	2.467027
Marinibacterium	0	0	0	0	0	0	0	0	0	1.6063	0.097329	1.42325	0.234215	0.352186	0.167347
Marinicauda	0	0	0	0.039339	0.022933	0	0	0	0	47.24135	11.179702	21.99759	3.760068	3.055465	10.00871
Mariniphaga	0.066728	0	0.025869	0.618207	0.53306	0.076105	0	0	0	2.15684	0.720828	2.69361	1.01554	0.863887	3.10676
Marinobacter	953.375584	1577.039971	1312.514827	90.031879	81.531932	126.029211	1.277523	1.05318	2.182399	0.076669	0	0	0.068502	0.01907	0.145357
Marinoscillum	0	0	0.058108	0	0	0.009599	0.516981	0	0.130258	6.142639	2.606116	234.32546	0.512508	2.51941	2.745749
Marinovum	0	0	0	0	0	0	0	0	0	2.81103	0.194658	0.711625	0.46843	0.301873	0.223129
Maritimibacter	0	0	0	0	0	0	0	0	0	6.82443	0.694302	4.06875	1.480384	1.443611	0.60826
Marivirga	14.5195	1.72766	2.985559	7.878343	2.370072	1.322424	0.207051	0	0.124884	1.26371	705.320798	277.64622	3.670305	36.797982	59.952121
Marivita	19.37116	2.237111	3.17631	23.49386	16.25143	13.925819	10.53406	73.4416	31.21683	30.0478	22.29514	8.33907	41.359599	24.604116	21.422071
Martelella	0	0	0	0	0	0	0	0	0	2.91523	1.18663	24.9469	0.54957	1.49436	1.76443
Mesorhizobium	1.687458	0.058885	0.011254	0	0.09067	0.105431	3.367946	22.809303	22.825611	7.682206	8.1049	13.26351	23.297174	96.502228	176.685206
Methyloceanibacter	0	0	0	0	0	0	0	0	0	0.101666	2.150307	0.539922	1.540092	4.895735	5.757488
Methyloversatilis	3.240617	0.524788	0.436239	1.624484	0.271276	1.629038	1.026717	8.877891	5.902235	8.380347	3.431319	6.221863	0.254732	0.168531	0.127002
Microtetraspora	0	0	0	0	0	0	0	0	0	0	0	0.662791	0.132669	0	0.81357
Mongoliitalea	34.5197	10.1638	19.7662	47.3231	49.1092	19.1876	19.7946	41.7963	32.8248	11.2258	11.5229	23.88	1.39499	1.44489	1.2504
Nitratireductor	0.243276	0	0.020717	0.066201	0	0.101936	1.231158	2.670176	2.374516	40.298789	44.541369	75.787902	75.646809	214.283121	119.913199
Nocardioides	0	0	0	0	0	0	0	0.5607	0.206163	0.910054	0	0	0.211844	0.091106	0.354512
Oceanibaculum	0	0	0	0	0	0	0	0	0	64.83118	1.533906	0.302585	7.428331	0.172166	0.033303
Oceanicaulis	0	0.010925	0.025294	0.0898	0.019208	0	0	0	0	45.439963	10.386515	20.35362	3.540105	3.569184	10.774756
Oceanicella	0	0	0	0	0	0	0	0	0	0.174831	0	1.86811	0.764831	5.17808	9.99564
Oceaniradius	19.75588	2.760423	9.259689	38.36817	23.73868	5.750268	65.44311	350.863	173.7961	167.6376	162.1665	40.95002	373.59128	219.6387	185.12662
Oceanococcus	0	0.017347	0.016489	0	0	0	1.298773	0.176749	0.659857	0.153081	0.154072	0.300353	0.032409	0.017533	0
Oricola	5.58771	0.576804	1.886963	8.54522	5.49335	0.903313	13.26412	76.2206	40.3025	30.9465	37.8443	8.45357	71.3658	41.8369	37.8869
Other_Acidimicrobiales	0	0	0	0	0	0	0	0	0	0	0	2.664069	0.419634	0.032053	3.831629
Other_Acidithiobacillaceae	0	0	0	0.893426	0	7.496385	0.827836	2.744561	2.291324	7.024717	1.513905	10.235177	0.162061	0.185742	0.039127
Other_Actinomycetota	0	0	0.016965	0	0	0.022444	3.348438	5.52261	7.494115	1.567214	0.99644	12.572927	8.972081	7.113396	23.439645
Other_Alcaligenaceae	0.044328	0.015112	0.025985	0	0	0.049977	0	0	0	0.061343	0	0.057649	0	0.030488	0.034563
