ID	coculture_1_0d	coculture_2_0d	coculture_3_0d	coculture_1_9d	coculture_2_9d	coculture_3_9d	coculture_1_70d	coculture_2_70d	coculture_3_70d	coculture_1_450d	coculture_2_450d	coculture_3_450d	coculture_1_720d	coculture_2_720d	coculture_3_720d
I04	11.9622	2.464795	0.76715	18.567549	6.441497	1.68296	4.402773	0.552102	23.024783	1.690025	2.32464	18.254575	0.898219	39.257853	1.0323
I25A	0	3.10408	0.546541	0.74354	1.98814	0	2.556839	0	1.86291	2.033425	0	27.602951	0	1.67473	2.481277
I39	585.889844	487.820395	317.268101	248.477743	662.891266	144.502471	748.61275	455.754478	163.806047	578.627859	264.750654	752.719678	505.176148	305.474072	326.963263
I43	0	0	0	0	0	0	0	0	0	0.200421	0	0	0	0	0
I51	141.805616	59.897999	1.023537	57.952255	11.254553	237.266009	10.21162	3.517569	38.892887	12.917721	186.959581	75.890753	3.214462	62.609856	20.061477
I78	0	6.0847	0	1.311979	0	0	1.86849	0	1.841594	0	0	8.93549	0	1.77802	0
I87	565.833054	591.066084	441.501884	545.51099	459.467843	571.940766	486.030234	443.813306	468.172836	429.603969	559.337787	507.644235	464.726378	489.04255	355.263878
M01	378.782357	224.548665	244.211275	231.611627	405.056053	196.039253	263.748938	340.217718	211.958967	362.070718	245.548535	304.665435	333.629983	230.435247	232.248707
M02	0.284882	10.13866	1.102473	7.59599	0.72712	0.102081	4.278492	1.66349	7.617386	0.566506	0.099454	14.800394	1.41183	17.258811	0.263778
M03	5.338341	2.317221	17.1847	3.59845	34.0786	3.721534	3.391339	4.36655	11.258903	21.48	7.35368	7.192654	4.991218	14.034733	19.9927
M03A	133.372992	172.869269	142.424778	101.181127	128.179641	141.488532	194.137953	138.471194	65.124734	122.703573	139.321315	105.704039	137.579386	78.762304	126.448252
M03B	21.613743	94.463389	85.915734	60.23453	44.557096	5.041985	54.405054	105.024554	42.491426	45.424572	7.10303	62.126766	89.107069	44.175719	52.042749
M03C	0.337801	21.107809	13.7932	93.239358	0.360855	0.104046	49.77326	8.47863	119.61662	0.494707	0.174869	31.461884	16.8415	93.05328	0.446972
M04	0	3.289226	0.501276	4.340122	0	0	1.058484	0.190673	4.591811	0	0.00453	12.436483	0.131933	9.756578	0
M06	47.56863	11.564543	38.009617	1.30711	76.8435	14.76994	13.705487	41.857277	1.897615	68.6649	27.93484	20.657949	42.61334	1.664393	39.2999
M08	51.1011	12.06326	24.493912	4.61681	56.64611	14.45115	12.315987	37.593185	2.80517	55.48019	24.6649	26.385512	45.849092	1.955796	25.25202
M10	0	4.618227	0	2.155294	0	0	6.870157	0	6.972338	0	0	8.655932	0	9.497459	0
M100	0	0	0.234533	0	1.53177	0	1.36001	0	0	1.21062	0	0.627573	0	0	2.36827
M103	70.843381	236.288161	242.029167	178.11862	175.202084	19.569144	241.514635	234.74977	130.915142	148.06694	36.6839	181.287457	198.733888	156.492913	166.67677
M105	0	0.495232	0	8.56085	0	0	1.66354	0	11.00379	0	0.009132	3.57635	0	19.77648	0
M106	49.681132	108.243905	36.489439	97.161148	71.820134	11.368099	42.550008	128.27547	65.417887	59.27422	20.244114	55.260521	73.25542	71.586777	38.729069
M10A	0.282251	18.722694	2.058887	84.950764	7.021464	0.096747	21.243309	5.761157	110.570872	1.084419	0.28691	24.39211	13.980036	86.519123	0.736634
M10B	4.93176	15.665032	15.09901	3.184347	36.96244	4.777799	5.583064	6.33822	3.087613	21.88286	7.173975	20.317967	14.33838	1.700052	15.963092
M12	0.220673	0	16.2971	0.885986	0.506062	0.412814	4.52521	8.16853	0.235615	0.530416	0.166842	0.597011	18.16417	10.8686	0.542212
M12A	1.34009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M12B	9.64821	0.882485	0.78048	4.238732	7.18379	1.437304	13.777094	0.347133	2.675415	1.686552	2.249264	5.719912	0.508546	7.913351	1.20934
M13	0.186886	62.541758	3.826718	30.996659	0.693461	0.088945	72.814538	2.280845	9.599522	0.413727	0.062796	49.625047	3.705994	21.289884	0.405989
